11.96723480 %K2
12.00000000 %S2
12.42060120 %M2
12.65834821 %N2
23.93446961 %K1
24.06589023 %P1
25.81934169 %O1
26.86835660 %Q1
327.8590 %MF
354.3671 %MSF
661.3092 %MM
4382.9052 %SSA
8765.8211 %SA
